id,lat,lon
1524944672,24.8036988,-107.3958515
1524944675,24.8040005,-107.4041065
1524944676,24.8040724,-107.4048394
1524944679,24.8041441,-107.4041334
1524944680,24.80415,-107.4020794
1524944681,24.8041547,-107.4019614
1524944682,24.8041936,-107.4013503
1524944683,24.8041995,-107.4029714
1524944684,24.8042205,-107.4020991
1524944685,24.804293,-107.4013597
1524944686,24.8042769,-107.3998132
1524944687,24.8043792,-107.3998197
1524944688,24.8043874,-107.397775
1524944689,24.8044932,-107.3977844
1524944691,24.8044851,-107.395973
1524944693,24.8045936,-107.3959922
1524944697,24.8049628,-107.405544
1524944700,24.805027,-107.40435
1524944703,24.8050955,-107.4032261
1524944704,24.8051618,-107.4022573
1524944706,24.8051964,-107.4014873
1524944710,24.8052432,-107.4008083
1524944711,24.8052973,-107.3998766
1524944712,24.8053897,-107.3978502
1524944717,24.8054875,-107.3961285
1524944720,24.8055825,-107.3943416
1524944722,24.8056289,-107.4056449
1524944724,24.8057379,-107.4045458
1524944728,24.8058797,-107.4034236
1524944733,24.8064574,-107.4058521
1524944735,24.8064951,-107.3963491
1524944736,24.8065511,-107.4047752
1524944737,24.8066746,-107.3943799
1524944738,24.8066623,-107.403628
1524944740,24.8067787,-107.4026178
1524944756,24.806926,-107.4009342
1524944766,24.8072561,-107.3964579
1524944768,24.807401,-107.4018133
1524944770,24.8074121,-107.3944122
1524944784,24.8092274,-107.4001862
1525340094,24.8045261,-107.3952182
1525340098,24.804575,-107.3943147
1525340100,24.8046356,-107.3952437
1525340102,24.8046873,-107.3943203
1525340103,24.8055266,-107.3954177
1525340105,24.8060726,-107.4016174
1525340108,24.8061451,-107.4008702
1525340110,24.8063639,-107.3979103
1525340115,24.8065669,-107.395496
1525340123,24.8068676,-107.4017441
1525340126,24.8069845,-107.3999767
1525340128,24.8071246,-107.39797
1525340139,24.8073339,-107.3955479
1525340141,24.807488,-107.3933585
1525340142,24.8075603,-107.3922866
1525340144,24.8077959,-107.3894717
1525340148,24.8079812,-107.4051671
1525340150,24.8082353,-107.404072
1525340151,24.8084714,-107.4030176
1525340152,24.8086039,-107.3980641
1525340153,24.8086765,-107.3966163
1525340160,24.8087998,-107.3957164
1525340166,24.8094307,-107.3981756
1525340168,24.809719,-107.4057275
1525340175,24.8103271,-107.3984234
1525340187,24.8106823,-107.3960419
1525340221,24.8119098,-107.3961502
1525340256,24.8121119,-107.3929359
1525340267,24.811383,-107.3911396
1526582192,24.7759731,-107.3650502
1526582213,24.7766199,-107.3592164
1526582215,24.7770365,-107.36562
1526582221,24.7774777,-107.3671142
1526582222,24.7775621,-107.3659016
1526582224,24.7776343,-107.3646922
1526582233,24.7780796,-107.3661784
1526582234,24.7781647,-107.3649756
1526582235,24.778225,-107.3637784
1526582239,24.7785973,-107.3664642
1526582242,24.7786775,-107.3652487
1526582243,24.7787598,-107.3640635
1526582244,24.778847,-107.3628146
1526582246,24.7791392,-107.3667574
1526582257,24.7792012,-107.3655265
1526582259,24.7792669,-107.3643324
1526582260,24.7793818,-107.3631087
1526582262,24.7796555,-107.3670191
1526582263,24.7796546,-107.3615631
1526582264,24.7797387,-107.3658165
1526582265,24.7797922,-107.3646086
1526582266,24.7798358,-107.3683393
1526582267,24.7798766,-107.3681569
1526582269,24.7798791,-107.3633805
1526582281,24.7801414,-107.3619428
1526582283,24.7801821,-107.36729
1526582284,24.7802538,-107.3660918
1526582285,24.7803264,-107.3648951
1526582286,24.7803939,-107.3636743
1526582288,24.7805824,-107.3622869
1526582290,24.7807367,-107.3609988
1526582292,24.7807718,-107.3663685
1526582293,24.7808502,-107.3651726
1526582294,24.7809127,-107.3639755
1526582296,24.7810516,-107.3626529
1526582305,24.7811873,-107.3613465
1526582307,24.781416,-107.3690315
1526582309,24.7813796,-107.3654433
1526582310,24.781392,-107.3688256
1526582312,24.7814823,-107.3688533
1526582313,24.7815219,-107.3630199
1526582315,24.7816593,-107.3617092
1526582318,24.7817242,-107.3679069
1526582320,24.7818198,-107.3679317
1526582328,24.7817975,-107.3603977
1526582330,24.7818569,-107.3829646
1526582332,24.7820032,-107.3633955
1526582334,24.7821427,-107.3620819
1526582337,24.7822653,-107.3607681
1526582342,24.782463,-107.3637542
1526582348,24.782546,-107.3827904
1526582351,24.7827366,-107.3611402
1526582359,24.7829774,-107.3585634
1526582363,24.7832098,-107.3615139
1526582365,24.7832705,-107.3804167
1526582377,24.7833718,-107.3784874
1526582380,24.7834503,-107.3589278
1526582381,24.7836069,-107.374135
1526582384,24.7836699,-107.3618772
1526582386,24.78383,-107.3662828
1526582390,24.7839097,-107.3701239
1526582391,24.7839155,-107.359286
1526582398,24.7839627,-107.3699423
1526582404,24.7841955,-107.3566691
1526582407,24.784272,-107.3609501
1526582411,24.7844031,-107.3596617
1526582412,24.7844071,-107.3660513
1526582414,24.7846646,-107.3570421
1526582415,24.7848723,-107.3600231
1526582431,24.7855987,-107.356687
1526582432,24.7855825,-107.3708567
1526582436,24.7861619,-107.3569154
1526582447,24.7868133,-107.3569892
1526582462,24.7887098,-107.3575277
1526582472,24.7888652,-107.3659989
1526582475,24.7904079,-107.3751945
1526582478,24.790644,-107.3730741
1526582480,24.7917301,-107.3753969
1526582482,24.7921392,-107.3735065
1526582489,24.7923893,-107.3709384
1526582490,24.7926029,-107.3659156
1526582491,24.7927566,-107.371046
1526582493,24.7931985,-107.374176
1526582496,24.7932081,-107.3756719
1526582497,24.7934817,-107.3756028
1526582499,24.7940477,-107.3714114
1526582502,24.7944007,-107.3659083
1526582506,24.7948005,-107.3716131
1526582509,24.7949176,-107.3715803
1526582510,24.7949709,-107.3715329
1526582512,24.7951015,-107.3750311
1526582522,24.7955514,-107.3752369
1526582527,24.7962939,-107.3659139
1526582529,24.7968996,-107.3707607
1526582532,24.7969017,-107.3760475
1526582534,24.7980455,-107.376777
1526582535,24.7988589,-107.3773292
1526582539,24.8001919,-107.3783652
1526582542,24.8011052,-107.3929836
1526582543,24.8011846,-107.3658587
1526582553,24.8013033,-107.3658755
1526582554,24.801297,-107.3657468
1526582564,24.8013426,-107.3666404
1526582566,24.8014523,-107.3666204
1526582567,24.8015376,-107.3634899
1526582575,24.8017603,-107.3612087
1526582577,24.8019107,-107.3800993
1526582579,24.8020218,-107.3658603
1526582581,24.8020442,-107.3687808
1526582582,24.8020715,-107.3688688
1526582584,24.8021439,-107.3687451
1526582586,24.80217,-107.3688291
1526582587,24.8022163,-107.3930276
1526582588,24.8027004,-107.3915447
1526582589,24.8028926,-107.3905672
1526582590,24.8029551,-107.3890937
1526582591,24.8030193,-107.3684158
1526582593,24.8030459,-107.3684984
1526582594,24.8031278,-107.389132
1526582596,24.8031443,-107.390612
1526582597,24.8032992,-107.3661706
1526582599,24.8033686,-107.3891841
1526582601,24.8035527,-107.3866916
1526582602,24.8036027,-107.3863937
1526582604,24.8037222,-107.3832558
1526582606,24.8038698,-107.3820968
1526582607,24.8039313,-107.3917517
1526582609,24.8039568,-107.3821779
1526582610,24.8039998,-107.3907641
1526582615,24.8040862,-107.3893538
1526582617,24.8042269,-107.3869001
1526582618,24.8042516,-107.3864664
1526582620,24.8043189,-107.3852409
1526582622,24.8045579,-107.3827683
1526582625,24.8046336,-107.3768953
1526582627,24.8047237,-107.376858
1526582629,24.80478,-107.3909004
1526582631,24.8048556,-107.3895404
1526582632,24.8048839,-107.3909185
1526582634,24.8049229,-107.3833913
1526582636,24.8049602,-107.3895655
1526582641,24.8049917,-107.3871306
1526582643,24.8050252,-107.3865367
1526582647,24.8050982,-107.3871616
1526582648,24.805094,-107.3853153
1526582649,24.8051345,-107.3865295
1526582652,24.805177,-107.3838487
1526582653,24.8052047,-107.3853244
1526582654,24.8052936,-107.3837569
1526582673,24.8053276,-107.3833242
1526582674,24.8053483,-107.3829628
1526582691,24.805456,-107.3804762
1526582708,24.805464,-107.3792861
1526582713,24.8054835,-107.3796912
1526582715,24.8055915,-107.3834657
1526582717,24.8056339,-107.3932459
1526582720,24.8057093,-107.3919991
1526582722,24.8057551,-107.3910706
1526582724,24.8058102,-107.389769
1526582725,24.8058498,-107.3890068
1526582726,24.8059405,-107.387463
1526582727,24.805973,-107.3866249
1526582728,24.8060416,-107.3854137
1526582730,24.8061821,-107.3835613
1526582737,24.8063078,-107.3666761
1526582739,24.8065301,-107.3666002
1526582742,24.8067286,-107.3932883
1526582744,24.8068065,-107.3921711
1526582748,24.8068938,-107.3912835
1526582750,24.8069032,-107.3877738
1526582753,24.8070093,-107.3900577
1526582756,24.807038,-107.3867545
1526582757,24.8070793,-107.389305
1526582764,24.8072374,-107.3855439
1526582766,24.8073423,-107.3837057
1526582768,24.8075248,-107.380579
1526582770,24.8076261,-107.3914155
1526582775,24.8077328,-107.390232
1526582779,24.8079059,-107.3881198
1526582780,24.8079503,-107.3876182
1526582781,24.8080175,-107.3869051
1526582782,24.808116,-107.3856416
1526582783,24.8082706,-107.383825
1526582784,24.808554,-107.3915635
1526582812,24.8092345,-107.3926021
1526582814,24.8092834,-107.3879603
1526582815,24.8093621,-107.3917514
1526582818,24.8094761,-107.3870232
1526582820,24.8095237,-107.3906633
1526582822,24.8098056,-107.3887755
1526582827,24.8100166,-107.3870695
1526582829,24.8101855,-107.3858185
1526582830,24.8103614,-107.3919287
1526582831,24.8104183,-107.3840937
1526582832,24.8111167,-107.3871551
1526582836,24.8112777,-107.3859469
1526582837,24.811491,-107.3893571
1526582842,24.8119437,-107.384271
1526582849,24.8131401,-107.3873317
1526585194,24.8067311,-107.3892212
1526848567,24.7786513,-107.3580604
1526848612,24.78026,-107.3606333
1526848644,24.7813281,-107.3600568
1526848659,24.7824793,-107.3582311
1526927548,24.7736658,-107.3613939
1526927560,24.7739093,-107.362702
1526927607,24.7832158,-107.3667515
1526927609,24.7833313,-107.3676007
1526927610,24.7838365,-107.3678017
1526927617,24.7839616,-107.3688846
1526927619,24.7842994,-107.367986
1526927623,24.7843496,-107.3643732
1526927626,24.7843756,-107.3695165
1526927629,24.7844651,-107.3677446
1526927631,24.7843711,-107.3680695
1526927641,24.7845143,-107.3691435
1526927643,24.7847003,-107.3702661
1526927645,24.7848513,-107.3682377
1526927648,24.7849165,-107.3643658
1526927649,24.7849849,-107.3660401
1526927650,24.7850555,-107.3693973
1526927653,24.7850486,-107.3677161
1526927654,24.7850726,-107.3683133
1526927655,24.7854527,-107.3684431
1526927658,24.7855548,-107.3643575
1526927659,24.785542,-107.3699952
1526927660,24.7855779,-107.3660374
1526927661,24.7856385,-107.3676875
1526927662,24.7856689,-107.3685147
1526927663,24.7856666,-107.3696838
1526927664,24.7859619,-107.3708188
1526927670,24.7860563,-107.3686546
1526927681,24.7861402,-107.3643499
1526927682,24.7861897,-107.3660343
1526927684,24.7862373,-107.3676586
1526927686,24.7862687,-107.3687293
1526927688,24.7862838,-107.3699731
1526927697,24.7863014,-107.3709626
1526927698,24.7866215,-107.3701314
1526927700,24.7866639,-107.3634484
1526927703,24.7866992,-107.3643426
1526927705,24.7866989,-107.3688825
1526927707,24.786765,-107.3660367
1526927708,24.7868112,-107.3676306
1526927710,24.7868491,-107.3689343
1526927716,24.7870502,-107.3690071
1526927720,24.7872751,-107.3630802
1526927722,24.7873083,-107.3643345
1526927724,24.7873483,-107.3660262
1526927726,24.7873894,-107.3676104
1526927730,24.7874324,-107.3691427
1526927738,24.7878523,-107.363095
1526927744,24.7878592,-107.3643276
1526927746,24.7878681,-107.3660169
1526927749,24.7878739,-107.3675936
1526927751,24.7878802,-107.3693002
1526927752,24.7878888,-107.3609546
1526927753,24.7880254,-107.3596181
1526927761,24.7881025,-107.3611068
1526927764,24.7881433,-107.3630896
1526927767,24.788181,-107.3643234
1526927772,24.788209,-107.3660131
1526927774,24.7882389,-107.3675799
1526927782,24.7882541,-107.369433
1526927799,24.7887331,-107.3624164
1526927804,24.7887593,-107.3630803
1526927809,24.7888043,-107.3643342
1526927814,24.7888397,-107.3616379
1526927815,24.7888726,-107.362415
1526927816,24.7888878,-107.3630789
1526927817,24.7888442,-107.3722846
1526927818,24.7889097,-107.3721164
1526927819,24.7889164,-107.3643311
1526927821,24.7889225,-107.3675569
1526927823,24.7889695,-107.3659971
1526927833,24.7889895,-107.3696979
1526927836,24.7890193,-107.3675535
1526927837,24.7890027,-107.3721551
1526927843,24.7890856,-107.3697362
1526927853,24.7891209,-107.3708734
1526927861,24.7894216,-107.3615944
1526927862,24.789447,-107.362409
1526927863,24.7894747,-107.3630629
1526927866,24.7895047,-107.3643171
1526927867,24.7895533,-107.3659821
1526927868,24.7896077,-107.367533
1526927871,24.7896918,-107.3699349
1526927872,24.7897266,-107.3709302
1526927878,24.7900351,-107.3615615
1526927884,24.790062,-107.3623974
1526927885,24.7900816,-107.3630603
1526927887,24.7900976,-107.3643025
1526927889,24.790139,-107.3659671
1526927892,24.7901849,-107.3675129
1526927896,24.7902585,-107.369025
1526927898,24.7902976,-107.3701333
1526927906,24.7907913,-107.3674917
1526927908,24.79084,-107.3689999
1526947855,24.7883262,-107.3706488
1526947857,24.7886705,-107.369583
1527581491,24.7781176,-107.3777854
1527581493,24.7783165,-107.3930208
1527581496,24.7785131,-107.3842269
1527581497,24.7785876,-107.3779638
1527581508,24.7786557,-107.3734117
1527581520,24.7812518,-107.3843341
1527581537,24.7818137,-107.3843405
1527581539,24.7822555,-107.3860661
1527581543,24.782701,-107.3866007
1527581546,24.7830593,-107.3842701
1527581547,24.7831568,-107.3870553
1527581571,24.7833242,-107.37926
1527581581,24.7833818,-107.3783053
1527581586,24.7834614,-107.3768556
1527581589,24.7834929,-107.3762815
1527581596,24.7835216,-107.3805187
1527581603,24.7835123,-107.3828144
1527581611,24.7835827,-107.3782672
1527581612,24.7836453,-107.3732236
1527581615,24.7836772,-107.3844253
1527581616,24.7837186,-107.3719235
1527581618,24.7837612,-107.3757671
1527581619,24.7837559,-107.3806015
1527581620,24.7837899,-107.37076
1527581622,24.7838862,-107.3794688
1527581623,24.7839293,-107.3733558
1527581631,24.7840303,-107.3770688
1527581634,24.7841082,-107.3849295
1527581635,24.7841447,-107.3795648
1527581636,24.7841634,-107.374669
1527581640,24.7842543,-107.3784736
1527581645,24.7842525,-107.3831693
1527581646,24.7843323,-107.3742342
1527581649,24.7843432,-107.372193
1527581654,24.7844394,-107.3808552
1527581655,24.7844162,-107.3759968
1527581657,24.784431,-107.3818666
1527581666,24.784502,-107.3823641
1527581668,24.7845393,-107.3785791
1527581670,24.7845516,-107.3736345
1527581680,24.7846852,-107.377313
1527581683,24.7846897,-107.3809863
1527581684,24.784721,-107.3711642
1527581687,24.7847706,-107.3856846
1527581692,24.7848185,-107.3798152
1527581693,24.7848194,-107.3749056
1527581695,24.7848242,-107.3833229
1527581702,24.7849459,-107.3853332
1527581703,24.7849383,-107.3705745
1527581708,24.7849837,-107.3724693
1527581711,24.7849944,-107.3774283
1527581713,24.7849969,-107.3829504
1527581717,24.7850385,-107.3743348
1527581726,24.7850775,-107.3762287
1527581739,24.7851298,-107.3834999
1527581742,24.7851396,-107.382254
1527581748,24.7852494,-107.3858107
1527581749,24.7851921,-107.378821
1527581753,24.7851885,-107.373919
1527581756,24.7852029,-107.3815432
1527581758,24.7853728,-107.3800211
1527581761,24.7853649,-107.3714437
1527581763,24.7853954,-107.3867222
1527581764,24.7854264,-107.3763511
1527581765,24.7854262,-107.3813842
1527581766,24.7854744,-107.3751419
1527581768,24.7855403,-107.3828891
1527581771,24.7856193,-107.3818597
1527581772,24.7856193,-107.3727416
1527581774,24.7856252,-107.3776638
1527581779,24.7857325,-107.3744528
1527581780,24.7857472,-107.3790275
1527581782,24.7857483,-107.3815593
1527581786,24.7858208,-107.3828449
1527581787,24.7858221,-107.3742021
1527581791,24.7858581,-107.3802014
1527581793,24.7858866,-107.3753023
1527581813,24.7860001,-107.3717195
1527581814,24.7860347,-107.3765644
1527581816,24.7860773,-107.3818891
