id,lat,lon
296333233,24.8040162,-107.4048626
296333408,24.796956,-107.400664
1425723964,24.804582,-107.4030619
1425723982,24.8039301,-107.3819361
1425724007,24.8045406,-107.4046071
1425727492,24.8052175,-107.3832263
1425727499,24.8052068,-107.3833974
1425740802,24.7836205,-107.369792
1437371099,24.7914771,-107.4056549
1437371139,24.7977195,-107.3871355
1437383605,24.7917824,-107.4016008
1437383608,24.7910409,-107.4055302
1438067749,24.7955345,-107.4047348
1438067765,24.7957658,-107.4045784
1438067768,24.8073217,-107.4027355
1438067770,24.7958869,-107.4013212
1438067771,24.7923054,-107.4039793
1438067773,24.7890807,-107.4044399
1438067775,24.8059868,-107.4024479
1438067777,24.7874933,-107.4134995
1438067779,24.7931832,-107.4043467
1438067780,24.8031824,-107.4038033
1438067785,24.8094386,-107.403253
1438067787,24.8005409,-107.4041087
1438067790,24.7899753,-107.4058841
1438067795,24.804089,-107.4029366
1438067798,24.7914513,-107.4006084
1438067803,24.7933323,-107.4008343
1438938165,24.7875217,-107.3950421
1438938166,24.7916875,-107.4020956
1438938167,24.7931972,-107.4012581
1438938187,24.7922767,-107.403418
1438938213,24.7929034,-107.4021406
1438938215,24.7893558,-107.3951998
1438938231,24.7883247,-107.3953445
1438938242,24.7927777,-107.4025302
1438938245,24.7941194,-107.4018881
1438938270,24.7943137,-107.3937356
1438938275,24.7937122,-107.4029104
1438938285,24.7931162,-107.4015029
1438938291,24.7905885,-107.4027082
1438938298,24.7847401,-107.4034856
1438938305,24.791595,-107.4025698
1438938320,24.796041,-107.4034306
1438938329,24.794397,-107.4027407
1438938339,24.7930711,-107.4016434
1438938344,24.7917885,-107.3935613
1438938381,24.7910668,-107.4026362
1438938382,24.7917632,-107.4016883
1438938386,24.7842033,-107.40453
1438938388,24.7938686,-107.4025235
1438938402,24.7907937,-107.3934463
1438938410,24.7894768,-107.3947012
1438938415,24.7862597,-107.4003703
1438938416,24.7896658,-107.3942623
1438938425,24.7847645,-107.4015149
1439918971,24.8031826,-107.4047283
1439918972,24.7926607,-107.3818645
1439918977,24.7955871,-107.4012648
1439918979,24.7900346,-107.400542
1439918981,24.7924874,-107.4055048
1439918992,24.7956772,-107.4025237
1439918995,24.7929542,-107.3792063
1439919000,24.793132,-107.374485
1439919018,24.7907401,-107.4018322
1439919019,24.791239,-107.4017624
1439919029,24.7949039,-107.4029597
1439919031,24.7889078,-107.4054377
1439919033,24.7935661,-107.3763075
1439919041,24.790085,-107.4027841
1439919044,24.7891745,-107.4028816
1439919045,24.7951041,-107.4039982
1439919046,24.7863108,-107.4017979
1439919047,24.7902456,-107.4019014
1439919049,24.7892414,-107.402042
1439919059,24.7945978,-107.40379
1439919061,24.7932902,-107.3740278
1439919062,24.789543,-107.4057033
1439919063,24.7917121,-107.3934599
1439919066,24.7949285,-107.4044738
1439919069,24.7897524,-107.4019705
1439919071,24.7951569,-107.4023139
1439919075,24.7978149,-107.3871594
1439919084,24.7926146,-107.3815043
1439919095,24.7931721,-107.3846256
1439919096,24.7895836,-107.4028597
1439919113,24.7954249,-107.4031594
1439919117,24.7897979,-107.4043325
1439919119,24.7892814,-107.4044101
1440040700,24.7964632,-107.3907418
1440040701,24.8047244,-107.3918645
1440040708,24.793051,-107.3902175
1440040712,24.7975211,-107.3909336
1440040713,24.8048272,-107.3918825
1440040714,24.7976176,-107.3909516
1440040715,24.7970157,-107.4001362
1440040716,24.8024905,-107.391519
1440040717,24.794008,-107.3992673
1440040719,24.7916682,-107.3961511
1440040720,24.7941349,-107.3998911
1440040721,24.7916438,-107.3947981
1440040722,24.8011833,-107.3916089
1440047728,24.8105117,-107.4046605
1440047743,24.8187814,-107.3801045
1440047744,24.8114472,-107.4007364
1441797037,24.8037881,-107.38517
1441797045,24.8024979,-107.3996987
1441797049,24.7951524,-107.3992512
1441797053,24.8097311,-107.3857726
1441797055,24.8105594,-107.3909127
1441797056,24.8086331,-107.4010309
1441797057,24.7976908,-107.4043876
1441797058,24.8095932,-107.3967661
1441797061,24.8020156,-107.3942024
1441797062,24.7956397,-107.3891226
1441797070,24.8074667,-107.4009808
1441797075,24.7977225,-107.4070403
1441797082,24.8036401,-107.385147
1441797087,24.7934257,-107.3860089
1441797092,24.8087581,-107.3904789
1441797097,24.8098939,-107.3948034
1441797099,24.8080241,-107.3944646
1441797101,24.7914598,-107.3855491
1441797103,24.7952097,-107.398362
1441797104,24.7915426,-107.3855043
1441797106,24.7929597,-107.385993
1441797107,24.8108461,-107.3891346
1441797118,24.8078683,-107.3965287
1441797135,24.7956182,-107.3906096
1441797142,24.8091613,-107.3885539
1441797144,24.8083572,-107.3924364
1441797159,24.8017791,-107.3965229
1441797164,24.7949114,-107.3979999
1441797167,24.8072224,-107.4037931
1441797174,24.7992376,-107.3940498
1441797175,24.7948846,-107.39721
1441797176,24.7954448,-107.3938135
1441797177,24.8098207,-107.384021
1441797178,24.8042268,-107.4007389
1441797180,24.7953911,-107.3950321
1441797196,24.8077222,-107.3980012
1441797199,24.7993637,-107.3912909
1441797202,24.7915336,-107.3856044
1441797205,24.80169,-107.3987477
1441797216,24.8041196,-107.402064
1441797222,24.8102126,-107.3927756
1441797238,24.7940031,-107.3963168
1441797242,24.8097384,-107.3959152
1441797246,24.8043274,-107.4007444
1441797249,24.8113939,-107.384219
1441797252,24.7950109,-107.4011545
1441797257,24.8075347,-107.400029
1441797271,24.8070174,-107.4059379
1441797283,24.8112963,-107.40147
1441797285,24.8079503,-107.3956095
1441797288,24.7941865,-107.3960977
1441797314,24.8086291,-107.4001336
1445022080,24.7985999,-107.4043076
1445022105,24.7998214,-107.4011661
1445022120,24.7987759,-107.4009769
1445022221,24.8004489,-107.3877371
1445022343,24.8003933,-107.3885797
1445022386,24.7988186,-107.4018765
1445022533,24.8002617,-107.3914431
1445022544,24.7997806,-107.4020621
1445022562,24.8001423,-107.3941139
1445022582,24.7996836,-107.4041937
1445022652,24.8003284,-107.3900052
1445044056,24.7769109,-107.4077726
1447869540,24.797575,-107.3870935
1447869545,24.7869451,-107.4186826
1447869563,24.8050028,-107.3888229
1447869572,24.8044353,-107.3833416
1447869578,24.7910124,-107.3923277
1447869590,24.7850829,-107.4096219
1447869600,24.8046496,-107.3931899
1447869603,24.8038528,-107.3931242
1447869608,24.8037934,-107.3942762
1447869611,24.7955111,-107.392616
1447869613,24.8048974,-107.3888011
1447869619,24.797432,-107.392746
1447869622,24.7885012,-107.400477
1447869624,24.8026749,-107.3930533
1447869645,24.7834739,-107.4011334
1447869649,24.8024154,-107.3930348
1447869652,24.7989224,-107.3874023
1447869659,24.7984128,-107.3927951
1447869671,24.8038911,-107.3832776
1447869676,24.8032593,-107.3883906
1447869678,24.7987829,-107.3858884
1447869681,24.8030712,-107.3883672
1447869684,24.8081451,-107.3934394
1447869703,24.802958,-107.3916069
1447869712,24.8100552,-107.393791
1447869717,24.7998939,-107.3820779
1447869719,24.8000228,-107.3794742
1447869722,24.8034997,-107.3884512
1447869723,24.7863364,-107.402917
1447869724,24.7919662,-107.3923972
1447869727,24.8090855,-107.3936128
1447869728,24.7984946,-107.387317
1447869733,24.7884379,-107.4020045
1447869737,24.7835107,-107.4022962
1447869751,24.7884026,-107.4028912
1447869752,24.7989312,-107.3826018
1447869755,24.7982198,-107.3797602
1447869763,24.7834928,-107.4089434
1447869769,24.804123,-107.3886102
1447869771,24.7992175,-107.3859997
1447869778,24.7975172,-107.3927536
1447869780,24.7999326,-107.3847148
1447869795,24.8033784,-107.4009027
1447869800,24.7979343,-107.3813488
1447869802,24.8001898,-107.3929138
1447869805,24.8047518,-107.3931974
1447869807,24.7994768,-107.3875151
1447869809,24.7999513,-107.3808358
1447869820,24.8089212,-107.3897213
1447869825,24.7984066,-107.3807668
1447869829,24.7998637,-107.3827484
1447869840,24.7986747,-107.3824692
1447869844,24.7992942,-107.3928447
1447869854,24.7983227,-107.3857731
1447869856,24.7980341,-107.3872164
1447869886,24.800294,-107.3782256
1447869890,24.793535,-107.3861392
1447889925,24.807123,-107.404961
1450505568,24.792978,-107.3936507
1450505572,24.7923145,-107.3948295
1450505582,24.7919665,-107.4055879
1450505584,24.8108543,-107.3949341
1450505585,24.8099712,-107.4012353
1450505594,24.8089407,-107.3946217
1450505596,24.7924097,-107.391048
1450505604,24.8022907,-107.4025518
1450505608,24.810542,-107.3969695
1450505609,24.7904139,-107.390705
1450505623,24.7928359,-107.396244
1450505625,24.7943947,-107.4010424
1450505640,24.8088361,-107.4054256
1450505642,24.7936488,-107.3936834
1450505652,24.7938112,-107.390327
1450505655,24.7930742,-107.3917962
1450505670,24.7924392,-107.3924278
1450505671,24.8021529,-107.4039359
1450505684,24.7923761,-107.3936018
1450505685,24.7937129,-107.3925075
1450505693,24.7922353,-107.3961854
1450505711,24.7926164,-107.3912702
1450505723,24.7935892,-107.3949221
1450505724,24.7914882,-107.4031193
1450505750,24.7935076,-107.3962806
1450505752,24.7995937,-107.4061706
1450505756,24.8023762,-107.4016927
1450505769,24.8101009,-107.4004193
1450505794,24.8020281,-107.4051901
1450505806,24.8091344,-107.4043233
1450505816,24.7924022,-107.4006654
1450505817,24.7930471,-107.3924677
1450505861,24.7929098,-107.3948818
1503623952,24.8116663,-107.4023142
1503625382,24.8116554,-107.4023947
1503633713,24.809715,-107.401759
1503633716,24.8094248,-107.401152
1503633728,24.8095616,-107.4011978
1517038478,24.7750963,-107.4056452
1517058367,24.7783666,-107.3928246
1524944582,24.7963044,-107.4027772
1524944584,24.7965184,-107.4026401
1524944588,24.797104,-107.3984116
1524944589,24.7971483,-107.3973544
1524944590,24.7972337,-107.4001718
1524944591,24.7972106,-107.3963544
1524944592,24.7973285,-107.3984329
1524944595,24.7974563,-107.3951788
1524944596,24.7977758,-107.4027665
1524944597,24.7979428,-107.4002342
1524944598,24.7980451,-107.3984572
1524944599,24.798116,-107.3974162
1524944600,24.7981819,-107.3964096
1524944601,24.7982614,-107.3952281
1524944603,24.7987012,-107.4028444
1524944606,24.7988161,-107.4003235
1524944607,24.7988714,-107.3994439
1524944608,24.7989718,-107.3994553
1524944609,24.7989912,-107.397472
1524944610,24.7990529,-107.3964679
1524944611,24.7990913,-107.3974784
1524944612,24.7991258,-107.395281
1524944613,24.7991491,-107.3964743
1524944615,24.7992217,-107.3952869
1524944617,24.7998555,-107.4004169
1524944618,24.799896,-107.3995228
1524944619,24.7999392,-107.3985358
1524944620,24.7999865,-107.3975355
1524944621,24.8000865,-107.3953398
1524944622,24.8004613,-107.4058215
1524944623,24.8006275,-107.4022368
1524944624,24.8007084,-107.4005029
1524944625,24.8007512,-107.3995853
1524944626,24.8008064,-107.3985822
1524944627,24.8008536,-107.3975908
1524944628,24.8009047,-107.3965829
1524944629,24.8009688,-107.3953948
1524944630,24.8010378,-107.3941693
1524944631,24.8012943,-107.4053513
1524944632,24.8013448,-107.4040318
1524944633,24.8014812,-107.3976172
1524944634,24.8014743,-107.4023914
1524944635,24.8015481,-107.4015224
1524944636,24.8015807,-107.4010297
1524944638,24.8016094,-107.4005656
1524944639,24.8016285,-107.3976497
1524944641,24.801654,-107.3996512
1524944642,24.8016493,-107.3986325
1524944643,24.8017481,-107.3966705
1524944644,24.8017917,-107.3955296
1524944645,24.8022024,-107.3942094
1524944646,24.8022619,-107.3996896
1524944647,24.8024826,-107.4006236
1524944649,24.8025485,-107.4000728
1524944651,24.8027329,-107.3977049
1524944652,24.8027955,-107.39685
1524944653,24.8028674,-107.3957187
1524944654,24.8030016,-107.4006569
1524944656,24.8031678,-107.4040334
1524944658,24.8032137,-107.4006697
1524944659,24.8032545,-107.4027617
1524944660,24.8033143,-107.4018846
1524944661,24.803357,-107.4012595
1524944663,24.8033886,-107.4006816
1524944664,24.8033623,-107.4011254
1524944665,24.8034414,-107.3997613
1524944669,24.8035691,-107.3977241
1524944670,24.8036262,-107.396971
1524944671,24.8036659,-107.4012856
